Date,Typedejour,Energie,Tmax
28/03/2015,7,48784.13539,17
29/03/2015,1,46991.63517,19
30/03/2015,2,45200.37367,21
31/03/2015,3,40415.76105,23
01/04/2015,4,43778.62864,20
02/04/2015,5,44090.97985,17
03/04/2015,6,43433.57258,20
04/04/2015,7,46152.77619,23
05/04/2015,1,47089.66379,20
06/04/2015,2,45601.39972,17
07/04/2015,3,42255.82042,15
08/04/2015,4,47649.62945,15
09/04/2015,5,47171.87666,18
10/04/2015,6,46871.45744,23
11/04/2015,7,45913.69691,24
12/04/2015,1,45728.86436,23
13/04/2015,2,42986.99434,20
14/04/2015,3,40118.22067,23
15/04/2015,4,45072.89462,25
16/04/2015,5,45101.58601,27
17/04/2015,6,45316.42855,25
18/04/2015,7,44946.28558,25
19/04/2015,1,42325.03206,25
20/04/2015,2,41636.53826,22
21/04/2015,3,38108.52716,21
22/04/2015,4,43963.75196,22
23/04/2015,5,45066.34446,28
24/04/2015,6,42996.62853,25
25/04/2015,7,44625.53615,24
26/04/2015,1,44478.53415,27
27/04/2015,2,41466.12493,23
28/04/2015,3,38317.45929,24
29/04/2015,4,43067.71702,24
30/04/2015,5,43432.26946,24
01/05/2015,6,42993.03631,28
02/05/2015,7,44044.39731,30
03/05/2015,1,44011.44102,34
04/05/2015,2,41176.35867,35
05/05/2015,3,37639.35894,39
06/05/2015,4,43088.88969,30
07/05/2015,5,44120.3212,30
08/05/2015,6,44508.73432,33
09/05/2015,7,43735.05724,27
10/05/2015,1,44111.67622,28
11/05/2015,2,41738.23004,27
12/05/2015,3,38090.97111,28
13/05/2015,4,43523.25576,29
14/05/2015,5,44424.57119,37
15/05/2015,6,44518.33242,39
16/05/2015,7,45058.20882,23
17/05/2015,1,45738.41237,23
18/05/2015,2,43913.65913,25
19/05/2015,3,40280.54271,33
20/05/2015,4,45105.95115,32
21/05/2015,5,45529.1907,22
22/05/2015,6,45136.18967,22
23/05/2015,7,45653.55321,24
24/05/2015,1,45582.64319,25
25/05/2015,2,43483.62635,24
26/05/2015,3,39464.95167,23
27/05/2015,4,44433.23944,24
28/05/2015,5,45420.40285,26
29/05/2015,6,45652.31331,28
30/05/2015,7,45190.57961,28
31/05/2015,1,40588.30428,24
01/06/2015,2,41831.67511,26
02/06/2015,3,40483.15361,26
03/06/2015,4,48543.31681,27
04/06/2015,5,51567.1868,28
05/06/2015,6,52553.9906,28
06/06/2015,7,51545.49793,28
07/06/2015,1,51103.89122,32
08/06/2015,2,47606.17214,33
09/06/2015,3,42646.77271,32
10/06/2015,4,47987.7524,33
11/06/2015,5,49311.41596,33
12/06/2015,6,49622.60602,31
13/06/2015,7,51014.02515,29
14/06/2015,1,52028.07767,29
15/06/2015,2,46296.5402699999,30
16/06/2015,3,40421.26115,29
17/06/2015,4,45517.13392,28
18/06/2015,5,49036.47341,29
19/06/2015,6,51131.00379,29
20/06/2015,7,47971.68464,29
21/06/2015,1,46652.82054,30
22/06/2015,2,45096.6620899999,30
23/06/2015,3,41263.08315,36
24/06/2015,4,47103.47216,31
25/06/2015,5,47931.12155,28
26/06/2015,6,47389.12277,31
27/06/2015,7,47946.90193,32
28/06/2015,1,48403.87112,35
29/06/2015,2,46911.81633,31
30/06/2015,3,42575.28878,33
01/07/2015,4,47805.68272,34
02/07/2015,5,49203.2378299999,34
03/07/2015,6,49675.37435,33
04/07/2015,7,50244.53077,31
05/07/2015,1,50571.213,33
06/07/2015,2,48488.31575,36
07/07/2015,3,44534.18201,37
08/07/2015,4,51554.56047,37
09/07/2015,5,53123.74079,33
10/07/2015,6,54041.98353,32
11/07/2015,7,55408.82071,31
12/07/2015,1,55589.23027,33
13/07/2015,2,52796.94183,35
14/07/2015,3,47539.65136,34
15/07/2015,4,54133.10644,32
16/07/2015,5,55369.18618,36
17/07/2015,6,54385.47435,36
18/07/2015,7,52758.42069,37
19/07/2015,1,52924.22192,39
20/07/2015,2,51132.63178,32
21/07/2015,3,47469.20414,35
22/07/2015,4,52802.67037,35
23/07/2015,5,55833.51798,35
24/07/2015,6,57916.22071,35
25/07/2015,7,56622.04329,33
26/07/2015,1,54829.0453,36
27/07/2015,2,51842.11887,34
28/07/2015,3,49713.228,36
29/07/2015,4,56667.84759,38
30/07/2015,5,57573.53614,42
31/07/2015,6,58124.26625,39
01/08/2015,7,59157.04811,40
02/08/2015,1,58833.70517,39
03/08/2015,2,56809.27586,34
04/08/2015,3,53387.2515899999,34
05/08/2015,4,59644.65733,36
06/08/2015,5,61633.70629,35
07/08/2015,6,62512.50798,35
08/08/2015,7,63066.29653,34
09/08/2015,1,62016.27085,35
10/08/2015,2,59168.08373,32
11/08/2015,3,55956.28055,31
12/08/2015,4,61554.78329,32
13/08/2015,5,62614.85364,33
14/08/2015,6,61504.01946,34
15/08/2015,7,58268.51755,34
16/08/2015,1,51402.79915,29
17/08/2015,2,50454.21919,31
18/08/2015,3,54744.85948,36
19/08/2015,4,63675.14734,33
20/08/2015,5,66551.61425,31
21/08/2015,6,67727.42075,31
22/08/2015,7,67224.59469,32
23/08/2015,1,66034.893,34
24/08/2015,2,61947.74965,38
25/08/2015,3,60732.31766,31
26/08/2015,4,67824.17708,33
27/08/2015,5,69896.81462,32
28/08/2015,6,71185.70124,34
29/08/2015,7,73388.90899,34
30/08/2015,1,74027.18969,34
31/08/2015,2,71009.23025,34
01/09/2015,3,66842.5856,36
02/09/2015,4,71231.58747,33
03/09/2015,5,68058.22361,36
04/09/2015,6,68046.87143,38
05/09/2015,7,69221.46488,33
06/09/2015,1,68996.44128,28
07/09/2015,2,67881.93775,30
08/09/2015,3,63406.18282,29
09/09/2015,4,65688.05519,28
10/09/2015,5,63372.13585,29
11/09/2015,6,63201.36545,32
12/09/2015,7,62243.8446,34
13/09/2015,1,64102.22907,35
14/09/2015,2,60855.80187,36
15/09/2015,3,52785.03082,38
16/09/2015,4,56783.19606,39
17/09/2015,5,61181.25822,39
18/09/2015,6,57560.58507,31
19/09/2015,7,57844.18681,32
20/09/2015,1,57352.85159,28
21/09/2015,2,55762.10473,28
22/09/2015,3,54672.52801,30
23/09/2015,4,65325.43745,32
24/09/2015,5,63865.57112,27
25/09/2015,6,63907.38556,26
26/09/2015,7,64378.30994,25
27/09/2015,1,64897.63614,27
28/09/2015,2,60695.86344,25
29/09/2015,3,55183.2735,28
30/09/2015,4,60873.65711,31
01/10/2015,5,63167.13429,29
02/10/2015,6,63246.45863,27
03/10/2015,7,61789.58156,28
04/10/2015,1,64987.29762,33
05/10/2015,2,62613.77473,33
06/10/2015,3,53825.49831,32
07/10/2015,4,55276.35592,29
08/10/2015,5,55243.10743,24
09/10/2015,6,52311.83668,26
10/10/2015,7,51557.60891,26
11/10/2015,1,53494.52425,27
12/10/2015,2,53805.73962,31
13/10/2015,3,51456.9618,32
14/10/2015,4,38704.86769,29
15/10/2015,5,63855.97831,23
16/10/2015,6,64934.22291,25
17/10/2015,7,66433.4583,28
18/10/2015,1,65467.63975,32
19/10/2015,2,60442.93712,32
20/10/2015,3,50226.01728,28
21/10/2015,4,51491.61789,26
22/10/2015,5,51090.11161,19
23/10/2015,6,46396.04574,21
24/10/2015,7,38027.19389,22
25/10/2015,1,37925.51867,24
26/10/2015,2,39948.30404,28
27/10/2015,3,40154.61177,27
28/10/2015,4,45832.08602,29
29/10/2015,5,47406.54032,23
30/10/2015,6,48285.91812,22
31/10/2015,7,46254.98999,21
01/11/2015,1,37630.08408,22
02/11/2015,2,42376.8688,24
03/11/2015,3,43791.58501,25
04/11/2015,4,44512.44637,26
05/11/2015,5,44511.59984,24
06/11/2015,6,44017.3197,23
07/11/2015,7,41710.67517,22
08/11/2015,1,37659.86492,22
09/11/2015,2,42625.75831,23
10/11/2015,3,43807.70087,23
11/11/2015,4,44338.86801,22
12/11/2015,5,45029.23711,21
13/11/2015,6,44880.0066,23
14/11/2015,7,42451.53546,22
15/11/2015,1,38295.32477,22
16/11/2015,2,43121.81728,23
17/11/2015,3,44212.94525,22
18/11/2015,4,44426.11951,23
19/11/2015,5,44831.42565,22
20/11/2015,6,45806.64452,23
21/11/2015,7,42777.65375,26
22/11/2015,1,39351.21011,17
23/11/2015,2,44322.19574,18
24/11/2015,3,45968.91693,14
25/11/2015,4,45076.05999,16
26/11/2015,5,46013.0111,15
27/11/2015,6,46472.09669,15
28/11/2015,7,43984.91047,16
29/11/2015,1,40538.23488,17
30/11/2015,2,45565.09119,19
01/12/2015,3,45864.23549,20
02/12/2015,4,46139.62755,19
03/12/2015,5,46274.09486,18
04/12/2015,6,47146.07492,18
05/12/2015,7,44670.34603,20
06/12/2015,1,40811.89359,19
07/12/2015,2,45357.00239,22
08/12/2015,3,46191.41618,21
09/12/2015,4,46677.9406799999,19
10/12/2015,5,47106.35683,18
11/12/2015,6,47561.12532,18
12/12/2015,7,45023.31682,18
13/12/2015,1,41683.40637,19
14/12/2015,2,47421.41984,18
15/12/2015,3,48455.86218,19
16/12/2015,4,49487.95518,19
17/12/2015,5,49044.32055,18
18/12/2015,6,48208.44398,18
19/12/2015,7,45096.05732,19
20/12/2015,1,41938.36456,17
21/12/2015,2,47605.24074,18
22/12/2015,3,48849.65862,18
23/12/2015,4,47948.03817,21
24/12/2015,5,43140.79765,18
25/12/2015,6,46444.26554,18
26/12/2015,7,44954.28795,19
27/12/2015,1,42463.17044,18
28/12/2015,2,46922.15535,18
29/12/2015,3,47059.80608,19
30/12/2015,4,47709.645,18
31/12/2015,5,45689.88928,18
01/01/2016,6,40808.85936,19
02/01/2016,7,41475.92311,21
03/01/2016,1,41424.18273,17
04/01/2016,2,46364.83932,21
05/01/2016,3,46772.39385,23
06/01/2016,4,47615.69851,17
07/01/2016,5,47842.95937,16
08/01/2016,6,46639.56746,23
09/01/2016,7,44407.7266999999,20
10/01/2016,1,41059.63965,21
11/01/2016,2,45876.42992,23
12/01/2016,3,47186.99806,19
13/01/2016,4,48092.06229,17
14/01/2016,5,43918.36479,20
15/01/2016,6,47615.9873099999,17
16/01/2016,7,46046.86341,11
17/01/2016,1,42961.83655,11
18/01/2016,2,48468.31419,15
19/01/2016,3,49768.89957,15
20/01/2016,4,49135.34254,16
21/01/2016,5,48797.93889,17
22/01/2016,6,48300.81767,16
23/01/2016,7,45189.52833,16
24/01/2016,1,41588.97549,16
25/01/2016,2,45914.65956,17
26/01/2016,3,46686.12425,17
27/01/2016,4,47140.67625,18
28/01/2016,5,48285.30371,15
29/01/2016,6,47683.38035,18
30/01/2016,7,45188.90936,19
31/01/2016,1,41877.13266,18
01/02/2016,2,46603.86378,18
02/02/2016,3,46662.59817,20
03/02/2016,4,46180.73664,20
04/02/2016,5,47312.20687,15
05/02/2016,6,47075.92132,17
06/02/2016,7,45093.02619,19
07/02/2016,1,41859.49138,21
08/02/2016,2,46150.3695,17
09/02/2016,3,47384.62121,21
10/02/2016,4,48434.93652,19
11/02/2016,5,47026.25962,22
12/02/2016,6,47093.71619,20
13/02/2016,7,45062.16348,22
14/02/2016,1,41135.71957,22
15/02/2016,2,45230.94009,20
16/02/2016,3,46442.96379,18
17/02/2016,4,47499.28559,15
18/02/2016,5,47225.03982,17
19/02/2016,6,46807.13668,19
20/02/2016,7,44788.50396,17
21/02/2016,1,40612.58608,19
22/02/2016,2,46239.31996,22
23/02/2016,3,47726.50622,19
24/02/2016,4,46703.87869,19
25/02/2016,5,47036.27264,22
26/02/2016,6,47229.24854,19
27/02/2016,7,45422.65343,19
28/02/2016,1,41813.37276,18
29/02/2016,2,46619.56752,18
01/03/2016,3,48831.83337,15
02/03/2016,4,48453.65128,19
03/03/2016,5,48872.64058,17
04/03/2016,6,47957.22327,18
05/03/2016,7,45003.50494,25
06/03/2016,1,41388.34939,17
07/03/2016,2,45894.11818,17
08/03/2016,3,47717.90857,19
09/03/2016,4,48492.05055,14
10/03/2016,5,48947.67141,17
11/03/2016,6,49096.22167,11
12/03/2016,7,45652.02659,14
13/03/2016,1,41000.30532,16
14/03/2016,2,45699.63597,18
15/03/2016,3,46390.95699,19
16/03/2016,4,47031.48108,17
17/03/2016,5,46910.35437,19
18/03/2016,6,45853.23854,18
19/03/2016,7,42995.47178,22
20/03/2016,1,39185.3167499999,25
21/03/2016,2,44424.33445,21
22/03/2016,3,45037.12904,28
23/03/2016,4,45037.12904,19
24/03/2016,5,46771.78028,17
25/03/2016,6,46308.23946,18
26/03/2016,7,44929.46841,20
27/03/2016,1,41134.75661,23
28/03/2016,2,45347.95039,23
29/03/2016,3,46124.02814,25
30/03/2016,4,46530.96204,29
31/03/2016,5,46530.96204,31
01/04/2016,6,46467.99706,22
02/04/2016,7,43432.37738,19
03/04/2016,1,38885.7136,22
04/04/2016,2,44421.10871,28
05/04/2016,3,45863.32739,21
06/04/2016,4,46097.75109,20
07/04/2016,5,43961.18433,18
08/04/2016,6,42615.55993,21
09/04/2016,7,40671.37118,19
10/04/2016,1,37720.39443,22
11/04/2016,2,43142.80969,31
12/04/2016,3,45302.96723,32
13/04/2016,4,46258.80939,26
14/04/2016,5,46269.3416399999,24
15/04/2016,6,46659.81285,26
16/04/2016,7,44757.87526,30
17/04/2016,1,41343.4499,25
18/04/2016,2,45966.00394,25
19/04/2016,3,47158.75465,25
20/04/2016,4,47381.70841,22
21/04/2016,5,47632.41131,25
22/04/2016,6,47262.32907,23
23/04/2016,7,44944.39546,25
24/04/2016,1,40854.20941,24
25/04/2016,2,45342.59239,20
26/04/2016,3,45342.59239,22
27/04/2016,4,47094.30982,23
28/04/2016,5,47708.64865,27
29/04/2016,6,46964.20936,24
30/04/2016,7,44986.08948,28
01/05/2016,1,40328.30953,22
02/05/2016,2,43703.44012,19
03/05/2016,3,46040.69728,23
04/05/2016,4,46320.27911,24
05/05/2016,5,46929.94105,24
06/05/2016,6,46944.44722,24
07/05/2016,7,43493.22945,19
08/05/2016,1,37460.40597,23
09/05/2016,2,43824.66819,26
10/05/2016,3,46697.56163,24
11/05/2016,4,47255.77685,31
12/05/2016,5,45702.74555,26
13/05/2016,6,46301.41923,27
14/05/2016,7,43494.39226,25
15/05/2016,1,39624.58939,27
16/05/2016,2,45144.31217,26
17/05/2016,3,46626.0424,24
18/05/2016,4,47138.54439,29
19/05/2016,5,47240.26602,24
20/05/2016,6,46714.21978,23
21/05/2016,7,45013.08604,26
22/05/2016,1,42735.37603,31
23/05/2016,2,48139.99163,27
24/05/2016,3,49072.71153,24
25/05/2016,4,49706.04335,32
26/05/2016,5,52200.8024399999,34
27/05/2016,6,54586.41541,29
28/05/2016,7,51923.01356,28
29/05/2016,1,46575.58773,29
30/05/2016,2,50184.49022,29
31/05/2016,3,50513.85811,28
01/06/2016,4,46912.44482,24
02/06/2016,5,48301.58803,27
03/06/2016,6,49807.88369,30
04/06/2016,7,48060.6567999999,28
05/06/2016,1,43748.7155,25
06/06/2016,2,48608.40812,28
07/06/2016,3,51431.0407899999,30
08/06/2016,4,52213.16606,29
09/06/2016,5,52706.34803,31
10/06/2016,6,53103.18256,30
11/06/2016,7,51843.58334,32
12/06/2016,1,48862.81246,31
13/06/2016,2,52287.49733,29
14/06/2016,3,54923.40693,33
15/06/2016,4,59094.93236,35
16/06/2016,5,62988.08618,33
17/06/2016,6,56468.13013,28
18/06/2016,7,52338.95628,28
19/06/2016,1,45590.02621,26
20/06/2016,2,49231.55483,27
21/06/2016,3,50162.26484,26
22/06/2016,4,50660.6509599999,28
23/06/2016,5,51935.06805,29
24/06/2016,6,54345.31575,33
25/06/2016,7,55163.61169,34
26/06/2016,1,53351.5495,35
27/06/2016,2,60364.6254,35
28/06/2016,3,59381.6929,32
29/06/2016,4,59263.68042,33
30/06/2016,5,60717.35482,35
01/07/2016,6,61434.33668,30
02/07/2016,7,58067.85217,30
03/07/2016,1,54280.83792,36
04/07/2016,2,57207.59413,33
05/07/2016,3,55931.17209,35
06/07/2016,4,50840.86984,35
07/07/2016,5,48081.86355,34
08/07/2016,6,55510.91456,34
09/07/2016,7,57413.69618,36
10/07/2016,1,57783.64581,35
11/07/2016,2,67096.35761,36
12/07/2016,3,69157.89995,33
13/07/2016,4,68067.23283,34
14/07/2016,5,60877.88908,29
15/07/2016,6,56187.17247,28
16/07/2016,7,53400.08286,29
17/07/2016,1,49255.31507,30
18/07/2016,2,56235.76631,31
19/07/2016,3,57617.36118,31
20/07/2016,4,59987.852,35
21/07/2016,5,61947.29197,36
22/07/2016,6,65209.41337,40
23/07/2016,7,63324.15217,34
24/07/2016,1,56264.80609,32
25/07/2016,2,57255.87252,32
26/07/2016,3,62221.47724,33
27/07/2016,4,62904.35605,33
28/07/2016,5,64602.86128,34
29/07/2016,6,65086.11301,35
30/07/2016,7,62842.87681,34
31/07/2016,1,59693.10932,38
01/08/2016,2,68105.40338,39
02/08/2016,3,66158.42829,33
03/08/2016,4,62893.5336,32
04/08/2016,5,63009.33499,34
05/08/2016,6,64613.72866,36
06/08/2016,7,59553.23961,30
07/08/2016,1,52699.04866,31
08/08/2016,2,58055.81351,32
09/08/2016,3,59949.96209,32
10/08/2016,4,62292.43426,32
11/08/2016,5,58708.58457,30
12/08/2016,6,55499.97452,30
13/08/2016,7,52429.21052,29
14/08/2016,1,50435.78903,30
15/08/2016,2,56924.27497,33
16/08/2016,3,60533.65293,34
17/08/2016,4,61704.47373,33
18/08/2016,5,60895.10997,32
19/08/2016,6,62362.96306,37
20/08/2016,7,63750.19618,38
21/08/2016,1,61270.48252,36
22/08/2016,2,62296.91784,31
23/08/2016,3,59742.51649,30
24/08/2016,4,58682.74007,30
25/08/2016,5,59160.94888,30
26/08/2016,6,60486.97782,32
27/08/2016,7,59065.09517,35
28/08/2016,1,56740.0564,34
29/08/2016,2,62518.4587,34
30/08/2016,3,65621.60184,36
31/08/2016,4,65179.26355,32
01/09/2016,5,63350.00216,32
02/09/2016,6,61475.24268,32
03/09/2016,7,57842.04603,34
04/09/2016,1,53444.181,33
05/09/2016,2,60887.53851,36
06/09/2016,3,62499.34919,32
07/09/2016,4,56373.57065,27
08/09/2016,5,54533.40213,29
09/09/2016,6,54712.71661,30
10/09/2016,7,52018.04278,30
11/09/2016,1,45417.74335,30
12/09/2016,2,40749.28316,31
13/09/2016,3,43907.23244,32
14/09/2016,4,55127.28278,33
15/09/2016,5,56946.19203,32
16/09/2016,6,58604.80291,31
17/09/2016,7,53050.34888,29
18/09/2016,1,48150.31078,30
19/09/2016,2,50740.84725,26
20/09/2016,3,51381.42804,28
21/09/2016,4,52101.48484,29
22/09/2016,5,53121.2949,31
23/09/2016,6,51071.75695,29
24/09/2016,7,46396.07153,28
25/09/2016,1,39852.92605,25
26/09/2016,2,45305.08454,25
27/09/2016,3,46041.70359,26
28/09/2016,4,45431.17872,24
29/09/2016,5,45439.82925,25
30/09/2016,6,45357.45839,28
01/10/2016,7,44707.12485,28
02/10/2016,1,41267.89098,30
03/10/2016,2,48800.23322,29
04/10/2016,3,50734.99392,29
05/10/2016,4,49740.17544,28
06/10/2016,5,49517.34644,27
07/10/2016,6,49947.2853,28
08/10/2016,7,46379.13828,28
09/10/2016,1,42366.76263,25
10/10/2016,2,45443.56423,26
11/10/2016,3,45434.58316,27
12/10/2016,4,46910.77768,26
13/10/2016,5,49605.50904,31
14/10/2016,6,50856.74159,31
15/10/2016,7,46636.59312,27
16/10/2016,1,42379.1864,26
17/10/2016,2,47510.25621,26
18/10/2016,3,48901.8175,29
19/10/2016,4,47650.2656,26
20/10/2016,5,46759.13932,26
21/10/2016,6,47084.13563,25
22/10/2016,7,44905.64928,27
23/10/2016,1,42155.79117,29
24/10/2016,2,48719.91758,29
25/10/2016,3,50704.70222,30
26/10/2016,4,50633.02194,34
27/10/2016,5,49155.88838,27
28/10/2016,6,46783.58362,23
29/10/2016,7,43703.98402,22
30/10/2016,1,40002.9316899999,23
31/10/2016,2,44989.0449,23
01/11/2016,3,46125.26819,23
02/11/2016,4,46183.02946,25
03/11/2016,5,46575.05874,26
04/11/2016,6,46481.00568,27
05/11/2016,7,44094.77309,29
06/11/2016,1,40811.37651,30
07/11/2016,2,46143.60246,23
08/11/2016,3,45372.99157,20
09/11/2016,4,45334.64181,17
10/11/2016,5,46064.42587,18
11/11/2016,6,45973.38973,19
12/11/2016,7,43841.66777,20
13/11/2016,1,40121.38349,22
14/11/2016,2,45583.1953,22
15/11/2016,3,47606.4326,19
16/11/2016,4,46623.96355,24
17/11/2016,5,45932.63982,21
18/11/2016,6,45101.27985,20
19/11/2016,7,41638.81558,21
20/11/2016,1,38256.54432,21
21/11/2016,2,42864.02464,22
22/11/2016,3,44280.30659,22
23/11/2016,4,45341.07615,24
24/11/2016,5,46489.22103,22
25/11/2016,6,45094.41253,20
26/11/2016,7,42784.12263,20
27/11/2016,1,39146.80374,20
28/11/2016,2,43953.27321,19
29/11/2016,3,45859.84966,17
30/11/2016,4,46192.52041,16
01/12/2016,5,45861.42058,16
02/12/2016,6,46232.00629,18
03/12/2016,7,44592.71531,16
04/12/2016,1,40934.57004,20
05/12/2016,2,46233.44302,18
06/12/2016,3,46860.67403,21
07/12/2016,4,46622.89632,18
08/12/2016,5,46907.6112,17
09/12/2016,6,44671.33795,20
10/12/2016,7,41549.49958,19
11/12/2016,1,38047.58582,19
12/12/2016,2,38135.82072,19
13/12/2016,3,44356.11364,19
14/12/2016,4,45812.97773,17
15/12/2016,5,47116.54944,17
16/12/2016,6,47449.60004,16
17/12/2016,7,43831.38648,17
18/12/2016,1,40527.32259,17
19/12/2016,2,45239.08392,19
20/12/2016,3,45716.3845,18
21/12/2016,4,45735.82201,17
22/12/2016,5,47359.04145,16
23/12/2016,6,45919.00008,18
24/12/2016,7,42810.64551,18
25/12/2016,1,40269.50886,18
26/12/2016,2,44480.36896,19
27/12/2016,3,45275.65053,19
28/12/2016,4,45583.58153,18
29/12/2016,5,45819.17784,17
30/12/2016,6,45987.09842,14
31/12/2016,7,44145.42357,15
